name,online_order,book_table,rate,votes,rest_type,cuisines,cost,type,city_location
Kolkata Famous Katti Rolls,1,0,3.4,8,QuickBites,FastFood Rolls,200.0,Delivery,marathahalli brookefield
Flavors Restaurant,1,0,2.9,16,CasualDining,NorthIndian Chinese,700.0,Delivery,whitefield brookefield
Kreme Delight,1,0,3.4,20,Bakery,Bakery Desserts,300.0,Delivery,whitefield brookefield
Delicious Cakes,1,0,3.1,9,DessertParlor,Bakery,400.0,Delivery,marathahalli brookefield
Baskin Robbins,1,0,3.9,51,DessertParlor,IceCream Desserts,250.0,Delivery,brookefield
Rafoo Chakkar,1,0,3.9,385,QuickBites,NorthIndian Rolls,300.0,Delivery,whitefield brookefield
Zeee's,1,0,3.7,34,QuickBites,FastFood NorthIndian StreetFood,300.0,Delivery,whitefield brookefield
Amaravati Authentic Andhra Restaurant,1,0,3.0,148,CasualDining,Andhra Chinese NorthIndian Biryani,600.0,Delivery,brookefield
Nanda's,1,0,3.6,195,CasualDining,Andhra NorthIndian Chinese Seafood Biryani,650.0,Delivery,marathahalli brookefield
Yumlane,1,0,3.4,23,Takeaway Delivery,Pizza FastFood,200.0,Delivery,brookefield
Konaseema Kitchen,1,1,3.8,572,CasualDining,NorthIndian Biryani Andhra SouthIndian,600.0,Delivery,marathahalli brookefield
Master Chifoo,1,0,3.9,55,CasualDining,Chinese Thai Momos,800.0,Delivery,marathahalli brookefield
Chaai Resto,1,0,3.4,6,Cafe,Cafe Rolls FastFood,200.0,Delivery,brookefield
O2 Juice Bar,1,0,3.5,11,BeverageShop QuickBites,Juices FastFood,200.0,Delivery,marathahalli brookefield
Dhaba Social,1,0,4.0,463,CasualDining,NorthIndian,700.0,Delivery,brookefield
Cream and Fudge,1,0,3.1,9,DessertParlor,IceCream Desserts,250.0,Delivery,brookefield
Sudhir Vada Pav & Paratha Center,1,0,3.4,11,QuickBites,StreetFood,250.0,Delivery,marathahalli brookefield
99 Caffe,1,0,3.6,106,QuickBites,SouthIndian NorthIndian Chinese,250.0,Delivery,brookefield
Bangalore Agarwal Bhavan,1,0,3.3,6,SweetShop,Mithai StreetFood,500.0,Delivery,whitefield brookefield
New Udupi Upahar,1,0,3.8,39,QuickBites,Chinese NorthIndian SouthIndian,300.0,Delivery,marathahalli brookefield
Mangalore Lunch Home,1,0,3.4,8,QuickBites,NorthIndian SouthIndian Mangalorean,300.0,Delivery,whitefield brookefield
Kabab Magic,1,0,3.0,451,CasualDining,NorthIndian Kebab FastFood,500.0,Delivery,marathahalli brookefield
HomelyDelight,1,0,3.8,33,QuickBites,NorthIndian,300.0,Delivery,brookefield
Cafe Thulp,1,0,3.4,54,Cafe,Cafe Burger Italian Salad,1000.0,Delivery,"itplmainroad,whitefield brookefield"
Ginger & Garlic,1,0,3.6,92,QuickBites,SouthIndian NorthIndian Chinese,350.0,Delivery,brookefield
Zeeshan,1,0,3.6,89,QuickBites,NorthIndian Kebab Biryani Rolls,700.0,Delivery,marathahalli brookefield
Costa Biryanis,1,0,3.3,10,Delivery,Andhra Biryani NorthIndian SouthIndian,300.0,Delivery,eastbangalore brookefield
SLV Grand,1,0,3.3,57,QuickBites,SouthIndian,300.0,Delivery,"itplmainroad,whitefield brookefield"
Puchkas,1,0,4.1,673,QuickBites,StreetFood NorthIndian,200.0,Delivery,marathahalli brookefield
Sankranti,1,0,3.6,83,CasualDining,Andhra,600.0,Delivery,marathahalli brookefield
Desi Doze,1,0,3.8,147,QuickBites,NorthIndian FastFood,400.0,Delivery,whitefield brookefield
Hunger Stop,1,0,3.7,100,QuickBites,NorthIndian Chinese FastFood,300.0,Delivery,whitefield brookefield
Kakaji,1,0,3.7,205,QuickBites,NorthIndian,350.0,Delivery,marathahalli brookefield
Andhra Ruchulu,1,0,3.7,106,FoodCourt,Andhra NorthIndian Chinese Biryani,500.0,Delivery,brookefield
South House,1,0,3.8,97,CasualDining,SouthIndian Biryani,800.0,Delivery,brookefield
Oakleaf,1,0,3.9,40,CasualDining,Asian Continental NorthIndian Italian,2000.0,Delivery,whitefield brookefield
Kidilum,1,0,3.8,207,QuickBites,Kerala Chinese NorthIndian,350.0,Delivery,whitefield brookefield
Mad Over Donuts,1,0,3.7,28,DessertParlor,Bakery Desserts Beverages,450.0,Delivery,whitefield brookefield
Pot Biryani,1,0,3.1,111,QuickBites,NorthIndian Chinese Biryani Seafood,600.0,Delivery,whitefield brookefield
MK Dabbawala,0,0,3.2,19,Delivery,NorthIndian,400.0,Delivery,brookefield
Tandooriwala,1,0,2.7,24,FoodCourt QuickBites,NorthIndian Mughlai,700.0,Delivery,whitefield brookefield
Friends Diner,1,0,2.8,36,CasualDining,Continental Italian Pizza,700.0,Delivery,whitefield brookefield
Sanjha Chulha,1,1,4.0,152,CasualDining,NorthIndian Pizza FastFood,800.0,Delivery,marathahalli brookefield
Cake 24x7,1,0,3.2,10,Bakery,Bakery Desserts,450.0,Delivery,whitefield brookefield
Raapchick,1,0,3.6,49,QuickBites,FastFood Burger,300.0,Delivery,brookefield
Chinese Street,1,0,3.1,61,Delivery,Chinese,550.0,Delivery,marathahalli brookefield
Mist n Creams,1,0,3.8,49,DessertParlor,IceCream,400.0,Delivery,whitefield brookefield
Dawat,1,0,3.5,57,QuickBites,NorthIndian Chinese,400.0,Delivery,marathahalli brookefield
Andhra Kafe,1,0,3.8,241,CasualDining,Andhra SouthIndian NorthIndian Biryani,550.0,Delivery,whitefield brookefield
Chikpet Donne Biriyani House,1,0,3.3,18,FoodCourt,Biryani Kebab,400.0,Delivery,whitefield brookefield
Treat Restaurant,1,0,2.8,31,CasualDining,SouthIndian NorthIndian Chinese,400.0,Delivery,whitefield brookefield
Freshkhilao,1,0,3.4,372,CasualDining,Chinese NorthIndian Biryani Juices,750.0,Delivery,brookefield
Hot Brixx,1,0,3.7,23,QuickBites,Italian Pizza,500.0,Delivery,marathahalli brookefield
Aashish Foods,1,0,2.7,35,QuickBites,NorthIndian,150.0,Delivery,brookefield
Apna Hotel,1,0,3.5,26,QuickBites,NorthIndian Hyderabadi,300.0,Delivery,whitefield brookefield
Dawat Midnight Express,1,0,3.1,29,Takeaway Delivery,NorthIndian Chinese,450.0,Delivery,marathahalli brookefield
Haveli,1,0,3.7,61,CasualDining,Biryani NorthIndian Mughlai,700.0,Delivery,marathahalli brookefield
Chai Galli,1,0,4.2,819,Cafe,Cafe StreetFood,300.0,Delivery,brookefield
Taco Bell,1,0,3.9,147,QuickBites,Mexican American FastFood,600.0,Delivery,whitefield brookefield
Celebrations 365,1,0,3.3,4,DessertParlor,Desserts IceCream,350.0,Delivery,brookefield
JLT Food,1,0,3.6,23,QuickBites,NorthIndian,450.0,Delivery,whitefield brookefield
The IT Crowd,1,0,2.8,20,QuickBites,NorthIndian Burger Sandwich Chinese,400.0,Delivery,whitefield brookefield
Little Nature,1,0,3.1,46,QuickBites BeverageShop,Juices IceCream FastFood,250.0,Delivery,marathahalli brookefield
YumYumSouth,1,0,3.5,51,Delivery,SouthIndian,600.0,Delivery,whitefield brookefield
Fashion Knack Cafe,0,0,3.7,18,Cafe,Cafe Burger Sandwich,250.0,Delivery,whitefield brookefield
Sindhuri Restaurant,1,0,3.1,19,CasualDining,Chinese NorthIndian Biryani,600.0,Delivery,marathahalli brookefield
NYS Kitchen,1,0,3.7,25,QuickBites,NorthIndian Chinese,500.0,Delivery,whitefield brookefield
Konaseema Grand,1,0,3.2,379,CasualDining,NorthIndian Mughlai Andhra Biryani,1000.0,Delivery,whitefield brookefield
Luscious Folks,1,0,3.9,217,QuickBites,NorthIndian,250.0,Delivery,marathahalli brookefield
Nandi Mess - Feel Like Mom's,1,0,3.6,30,QuickBites,SouthIndian,250.0,Delivery,whitefield brookefield
Golden Rice,1,0,4.2,175,CasualDining,NorthIndian Mughlai Seafood Chinese,1000.0,Delivery,marathahalli brookefield
Butterly Cafe,1,0,3.1,14,Cafe,Cafe,550.0,Delivery,whitefield brookefield
Orzuv,1,1,3.8,818,CasualDining Cafe,Kashmiri Cafe,1100.0,Delivery,whitefield brookefield
Kudil Kerala Kitchen,1,0,3.8,47,QuickBites,Kerala,300.0,Delivery,marathahalli brookefield
Kettle & Kegs,1,0,3.2,4,Delivery,Tea Beverages,200.0,Delivery,whitefield brookefield
Paakam,1,0,3.7,64,QuickBites,SouthIndian,150.0,Delivery,marathahalli brookefield
Flavors of India,1,0,3.6,34,CasualDining,NorthIndian Chinese Andhra,800.0,Delivery,marathahalli brookefield
Mithai Time,1,0,3.0,56,SweetShop QuickBites,Mithai NorthIndian StreetFood,200.0,Delivery,whitefield brookefield
Visantoe,1,0,3.2,8,Kiosk,FastFood,400.0,Delivery,whitefield brookefield
We Foodie,1,0,2.6,21,QuickBites,FastFood NorthIndian,300.0,Delivery,whitefield brookefield
Cookie Man,1,0,3.2,5,Bakery,Bakery,150.0,Delivery,whitefield brookefield
Izakaya Gastro Pub,1,1,3.8,129,Bar CasualDining,NorthIndian Continental Mediterranean,1200.0,Delivery,whitefield brookefield
Hottey Smokey,1,0,3.8,81,FoodCourt,Continental FastFood,500.0,Delivery,"itplmainroad,whitefield brookefield"
Vaigai Express,1,0,3.3,9,FoodCourt,SouthIndian NorthIndian Chinese,400.0,Delivery,whitefield brookefield
South Treat,1,0,3.4,4,FoodCourt,SouthIndian,400.0,Delivery,whitefield brookefield
The Chocolate Heaven,1,0,3.1,175,DessertParlor QuickBites,Desserts Cafe,600.0,Delivery,whitefield brookefield
Rolls Mania,1,0,3.8,117,QuickBites,FastFood Rolls,450.0,Delivery,whitefield brookefield
Yumatos,1,0,3.3,7,QuickBites,NorthIndian Chinese,500.0,Delivery,whitefield brookefield
Parasme,1,0,3.6,42,QuickBites DessertParlor,Continental Italian Chinese NorthIndian Momos,400.0,Delivery,marathahalli brookefield
The Grilled & Fried,1,0,3.2,126,QuickBites,FastFood,300.0,Delivery,whitefield brookefield
New Rajalakshmi Sweets,1,0,3.3,6,SweetShop,Mithai,300.0,Delivery,whitefield brookefield
AutoExpress - Hot Dogs,1,0,3.5,13,Takeaway Delivery,FastFood,300.0,Delivery,whitefield brookefield
Friendz Zone,1,0,3.6,39,QuickBites,NorthIndian StreetFood,400.0,Delivery,whitefield brookefield
Daniyal's,1,0,3.5,178,CasualDining,NorthIndian Biryani Mughlai Kebab,800.0,Delivery,marathahalli brookefield
Drunken Monkey,1,0,3.9,97,BeverageShop QuickBites,Beverages FastFood,400.0,Delivery,marathahalli brookefield
Tayabbs,1,0,3.3,7,QuickBites,FastFood Rolls,350.0,Delivery,whitefield brookefield
Petoo,1,0,4.0,141,CasualDining,NorthIndian FastFood StreetFood,800.0,Delivery,whitefield brookefield
Sree Krishna Kafe,1,0,3.7,55,QuickBites,SouthIndian,200.0,Delivery,whitefield brookefield
China On My Plate,1,0,3.0,17,CasualDining,Chinese,800.0,Delivery,whitefield brookefield
Cheers Life,1,0,3.4,4,Kiosk,Beverages Juices,300.0,Delivery,"varthurmainroad,whitefield brookefield"
Lassi,1,0,3.3,16,BeverageShop QuickBites,Beverages Juices IceCream Sandwich FastFood,200.0,Delivery,marathahalli brookefield
Foreign Caf,1,0,3.6,43,Delivery,Continental,500.0,Delivery,whitefield brookefield
INDULGE by InnerChef,1,0,3.6,32,Bakery,Desserts Bakery,400.0,Delivery,whitefield brookefield
Kaka Food Corner,1,0,3.4,86,QuickBites,NorthIndian,300.0,Delivery,whitefield brookefield
Hoodi Baba A Str-eat Caff,1,0,3.7,38,QuickBites,NorthIndian StreetFood,300.0,Delivery,whitefield brookefield
Aaha,1,0,3.6,94,QuickBites,NorthIndian Chinese,300.0,Delivery,brookefield
The Big Grill,1,0,3.4,9,QuickBites,NorthIndian Chinese Mughlai,400.0,Delivery,marathahalli brookefield
World In A Bowl,1,0,3.5,15,Delivery,Continental NorthIndian Desserts Beverages,600.0,Delivery,whitefield brookefield
Ganga Foods,1,0,3.5,17,QuickBites,SouthIndian Chinese,200.0,Delivery,marathahalli brookefield
The Difference,1,0,2.7,18,CasualDining,NorthIndian Chinese Arabian,600.0,Delivery,whitefield brookefield
Bombay Sandwich Company,1,0,3.6,40,Delivery,Sandwich Beverages,400.0,Delivery,whitefield brookefield
Swad-Deshi Restaurant,1,0,3.5,13,QuickBites,SouthIndian Chinese,300.0,Delivery,marathahalli brookefield
Bufferia Express,1,0,3.4,18,Delivery,NorthIndian Chinese,800.0,Delivery,eastbangalore brookefield
Konark Restaurant,1,0,3.2,90,QuickBites,NorthIndian SouthIndian,200.0,Delivery,marathahalli brookefield
Southern Spice,1,0,4.0,121,CasualDining,NorthIndian Chinese Biryani Andhra,800.0,Delivery,"varthurmainroad,whitefield brookefield"
Erivum Puliyum,1,0,3.9,51,QuickBites,Kerala SouthIndian Seafood,500.0,Delivery,brookefield
Mum?s Kitchen,1,0,3.5,118,Delivery,NorthIndian SouthIndian,200.0,Delivery,marathahalli brookefield
Treat,1,0,3.8,60,CasualDining,NorthIndian Mughlai,800.0,Delivery,whitefield brookefield
Rayalaseema Spices,1,0,3.5,35,CasualDining,Andhra SouthIndian,550.0,Delivery,brookefield
The Big Spoon,1,0,3.8,45,CasualDining,NorthIndian Mughlai,750.0,Delivery,whitefield brookefield
Andhra Central,1,0,3.1,13,FoodCourt,Andhra,400.0,Delivery,marathahalli brookefield
Risalo Pizzeria,1,0,4.0,121,QuickBites,Pizza Italian Desserts,900.0,Delivery,brookefield
Mad About China,1,0,3.9,146,FoodCourt,Chinese Momos,600.0,Delivery,whitefield brookefield
Dragon Box,1,0,3.0,12,Takeaway,Chinese Momos,450.0,Delivery,whitefield brookefield
Best In Klass,1,0,3.2,47,QuickBites,SouthIndian,200.0,Delivery,whitefield brookefield
All Shook Up,1,0,3.6,34,DessertParlor BeverageShop,Desserts Beverages,300.0,Delivery,marathahalli brookefield
Ginger Mint,1,0,3.0,5,CasualDining,NorthIndian SouthIndian Chinese,600.0,Delivery,marathahalli brookefield
The Litti Company,1,0,3.6,26,Takeaway Delivery,Bihari,400.0,Delivery,whitefield brookefield
Odians,1,0,3.2,38,QuickBites,NorthIndian Chinese Oriya,500.0,Delivery,marathahalli brookefield
Hashtag Kitchen,1,0,3.4,51,CasualDining,NorthIndian Biryani Chinese,600.0,Delivery,marathahalli brookefield
Punjabi by Nature 2.0,1,0,4.2,416,CasualDining Microbrewery,NorthIndian,1600.0,Delivery,whitefield brookefield
Meghana Grand,1,0,3.5,131,CasualDining,Biryani Andhra,800.0,Delivery,whitefield brookefield
UBCR,1,0,3.6,9,Cafe,Italian American Chinese Arabian NorthIndian Cafe,1000.0,Delivery,marathahalli brookefield
Nawabi Zaica,1,0,3.5,19,CasualDining,NorthIndian Mughlai Chinese,600.0,Delivery,marathahalli brookefield
Bageecha,1,0,2.2,479,CasualDining,NorthIndian Chinese,650.0,Delivery,marathahalli brookefield
Zaica Dine & Wine,1,1,3.8,818,CasualDining Bar,NorthIndian,750.0,Delivery,brookefield
Subway,1,0,2.8,52,QuickBites FoodCourt,Salad FastFood,600.0,Delivery,whitefield brookefield
Kaayal,1,0,3.2,267,CasualDining,Kerala Chinese,500.0,Delivery,brookefield
Jade,1,1,3.7,690,CasualDining,Chinese Seafood Momos,750.0,Delivery,brookefield
Juice Junction,1,0,3.7,17,Kiosk,Juices FastFood SouthIndian Chinese,150.0,Delivery,marathahalli brookefield
Regale Restaurant,1,0,3.6,68,QuickBites,NorthIndian Chinese,350.0,Delivery,marathahalli brookefield
Five Spice Dining,1,0,3.6,55,CasualDining,Chinese NorthIndian SouthIndian,750.0,Delivery,marathahalli brookefield
Ambur Hot Dum Biryani,1,0,3.0,13,QuickBites,Biryani,200.0,Delivery,whitefield brookefield
Shaan-E-Punjab,1,0,2.9,84,CasualDining,NorthIndian,500.0,Delivery,"itplmainroad,whitefield brookefield"
The Wok,1,0,2.8,89,FoodCourt,Chinese Momos,500.0,Delivery,whitefield brookefield
Delhi Restaurant,1,0,3.6,194,QuickBites,NorthIndian Mughlai Chinese,350.0,Delivery,whitefield brookefield
Amoeba Sports Bar,1,1,3.9,568,Lounge Bar,Continental Chinese,1000.0,Delivery,whitefield brookefield
Paprica,1,0,2.6,118,CasualDining Bar,NorthIndian Chinese,1200.0,Delivery,marathahalli brookefield
Mughal Restaurant,1,0,3.3,218,CasualDining,NorthIndian Mughlai Chinese,550.0,Delivery,brookefield
Gelato Italiano,1,0,2.9,38,DessertParlor Kiosk,IceCream Bakery Desserts,200.0,Delivery,whitefield brookefield
Momo Bites,1,0,3.4,19,FoodCourt,Tibetan,350.0,Delivery,marathahalli brookefield
Kolkata Famous Kathi Rolls,1,0,3.6,37,QuickBites,Chinese Rolls,150.0,Delivery,brookefield
Srinathji's,1,1,3.9,663,CasualDining,NorthIndian Chinese Continental StreetFood,750.0,Delivery,marathahalli brookefield
Happy Singh,1,0,3.8,507,CasualDining,Chinese NorthIndian,900.0,Delivery,whitefield brookefield
Decker's Lane,1,0,2.1,242,QuickBites,Bengali,400.0,Delivery,marathahalli brookefield
Indian Tadka,1,0,3.7,214,FoodCourt,NorthIndian,700.0,Delivery,whitefield brookefield
Jaffa's Biryani,1,0,3.8,429,CasualDining,Biryani NorthIndian Chinese,550.0,Delivery,marathahalli brookefield
Biryani Park,1,0,3.5,86,CasualDining,NorthIndian Biryani Chinese Mughlai,500.0,Delivery,brookefield
Sbarro,1,0,3.3,80,FoodCourt,Pizza,500.0,Delivery,whitefield brookefield
The Diner,1,0,3.6,197,CasualDining,NorthIndian Chinese Andhra Biryani,700.0,Delivery,whitefield brookefield
Master Brothers,1,0,3.3,7,Bakery,Desserts Bakery,450.0,Delivery,whitefield brookefield
A Southern Fair,1,0,3.2,16,CasualDining,Biryani Seafood SouthIndian,750.0,Delivery,whitefield brookefield
Nashta Pani -The Gujarat's Special,1,0,3.4,83,QuickBites,Gujarati FastFood,200.0,Delivery,marathahalli brookefield
BHR Foods,1,0,3.4,7,QuickBites,NorthIndian Chinese Continental Biryani Thai,350.0,Delivery,whitefield brookefield
Imli,0,0,3.3,13,QuickBites,NorthIndian Beverages FastFood StreetFood,250.0,Delivery,marathahalli brookefield
Marhaba,1,0,3.4,8,FoodCourt,Arabian,500.0,Delivery,whitefield brookefield
Dilli Dil Se,1,0,3.6,20,CasualDining,NorthIndian,400.0,Delivery,whitefield brookefield
Samosa Express,1,0,2.8,20,QuickBites,StreetFood,150.0,Delivery,marathahalli brookefield
Waffle House,1,0,3.6,28,DessertParlor,Desserts,300.0,Delivery,marathahalli brookefield
Bismillah Bawarchi,1,0,3.6,42,QuickBites,NorthIndian Chinese Biryani,300.0,Delivery,brookefield
Food Factory,1,0,3.4,8,Takeaway Delivery,NorthIndian,400.0,Delivery,marathahalli brookefield
Kamakshi Kitchen,1,0,3.7,28,QuickBites,Chinese SouthIndian,350.0,Delivery,marathahalli brookefield
Andhra Star Biryani,1,0,3.2,6,QuickBites,Biryani,200.0,Delivery,brookefield
Khane Ka Khazana,1,0,3.5,17,QuickBites,NorthIndian,250.0,Delivery,"itplmainroad,whitefield brookefield"
D'Brooks,1,0,3.4,8,QuickBites,NorthIndian Continental,400.0,Delivery,brookefield
Andhra Vindu Multi Cuisine Restaurant,1,0,3.3,11,CasualDining,Andhra SouthIndian FastFood,600.0,Delivery,marathahalli brookefield
The Red Tandoor,1,0,3.3,6,QuickBites,Chinese NorthIndian,400.0,Delivery,marathahalli brookefield
Smoor,1,0,3.7,16,DessertParlor,Desserts Beverages,900.0,Delivery,whitefield brookefield
Mother's Food,1,0,3.9,62,QuickBites,NorthIndian Chinese,200.0,Delivery,whitefield brookefield
Aahar Vihar,1,0,4.0,68,QuickBites,NorthIndian,250.0,Delivery,marathahalli brookefield
SGS Non Veg - Gundu Pulav,1,0,3.7,11,Takeaway Delivery,SouthIndian,300.0,Delivery,"varthurmainroad,whitefield brookefield"
Chef Delicacies,1,0,2.7,6,Takeaway Delivery,Kebab Rolls CharcoalChicken,400.0,Delivery,"varthurmainroad,whitefield brookefield"
Black Rock Cafe,1,0,3.5,22,Cafe,Cafe,500.0,Delivery,marathahalli brookefield
Carlos Cake Cafe,1,0,3.3,7,Bakery,Bakery Desserts,300.0,Delivery,marathahalli brookefield
The Andhra Bhojanam,1,0,3.2,4,Bhojanalya,SouthIndian,300.0,Delivery,"itplmainroad,whitefield brookefield"
Lassi Magic,1,0,3.5,12,QuickBites,Beverages Sandwich,150.0,Delivery,marathahalli brookefield
MealBox Inc.,1,0,4.0,34,CasualDining,NorthIndian,800.0,Delivery,marathahalli brookefield
Hasee-E-Shan Makers Of Biryani,1,0,3.5,15,CasualDining,Biryani Mughlai NorthIndian,500.0,Delivery,whitefield brookefield
Cafe Noir,1,0,3.4,4,CasualDining,European French Salad,1500.0,Delivery,whitefield brookefield
Rajwada Food,1,0,3.5,16,QuickBites,NorthIndian,300.0,Delivery,marathahalli brookefield
Kingley Grand,1,0,3.5,11,CasualDining,Biryani NorthIndian Chinese,600.0,Delivery,marathahalli brookefield
Spicy Onion,1,0,3.6,30,CasualDining,NorthIndian Chinese,400.0,Delivery,whitefield brookefield
Fusion Panda,1,0,3.5,10,CasualDining QuickBites,NorthIndian Kebab,300.0,Delivery,whitefield brookefield
Potpourri Kitchen,1,0,3.6,11,CasualDining,SouthIndian Mughlai NorthIndian Beverages,500.0,Delivery,marathahalli brookefield
RPS Food Corner,1,0,3.2,7,QuickBites,NorthIndian Chinese Bengali Biryani,400.0,Delivery,marathahalli brookefield
New Shanthi Sagar,1,0,3.8,15,Takeaway Delivery,SouthIndian NorthIndian Chinese StreetFood,300.0,Delivery,"varthurmainroad,whitefield brookefield"
Kalinga Delicacies Restaurant,1,0,3.1,11,CasualDining,NorthIndian Bengali Oriya,400.0,Delivery,brookefield
Maa Durga Restaurant,1,0,3.2,4,QuickBites,NorthIndian,300.0,Delivery,whitefield brookefield
Amaravati Food Court,1,0,3.4,6,QuickBites,Kerala,300.0,Delivery,whitefield brookefield
Maashpacheez,1,0,3.6,17,QuickBites,NorthIndian Chinese SouthIndian,300.0,Delivery,marathahalli brookefield
The Square Table,1,1,4.2,560,CasualDining,NorthIndian Maharashtrian SouthIndian,1000.0,Delivery,whitefield brookefield
The Spice Pavillion,1,0,3.7,125,CasualDining,NorthIndian,600.0,Delivery,marathahalli brookefield
Jalsa,1,1,4.2,2173,CasualDining,NorthIndian Mughlai,1500.0,Delivery,marathahalli brookefield
Tastybites.com,1,0,3.7,82,QuickBites,FastFood Sandwich SouthIndian,150.0,Delivery,brookefield
Apoorva Multi Cuisine Restaurant,1,0,3.9,236,CasualDining,NorthIndian SouthIndian Chinese Andhra Biryani,750.0,Delivery,brookefield
Kaafi Desi,1,0,4.1,515,QuickBites,NorthIndian StreetFood,150.0,Delivery,marathahalli brookefield
